Ocean.Warm surface ocean alkalinity sensitivity to global T anomaly,Ocean.Cold surface ocean alkalinity sensitivity to global T anomaly,Ocean.High latitude carbon pump sensitivity to global T anomaly,Ocean.Warm surface ocean temperature sensitivity to global T anomaly,Ocean.Cold surface ocean temperature sensitivity to global T anomaly,Ocean.Warm surface ocean salinity sensitivity to global T anomaly,Ocean.Cold surface ocean salinity sensitivity to global T anomaly
-2.0837112339894387e-06,-2.9227481422434368e-05,-0.32390543214891043,0.6426767930284135,0.3976555521350821,-0.03545114815544381,-0.21078866538684748
-2.9111552320466253e-06,-2.271090161951624e-05,-0.03751498336116199,0.7161516169563511,0.6577267326968916,-0.032305340269334945,-0.18917110232269763
-2.202727781611201e-06,-1.078040653111128e-05,-0.3154027631003245,0.5910992843351732,0.975523829472519,-0.024834052374330846,-0.2712791930618136
-1.0423979886572098e-06,-2.0796291412244686e-05,-0.22737161703789904,0.6040355106049909,0.7352261579799457,-0.016009922991805713,-0.2277494082934463
-1.7716517467973477e-06,-2.281260467437009e-05,-0.10729391391970633,0.756212618807947,0.6163599920076499,-0.017322320732812195,-0.24020431548150814
-1.7630566264581882e-06,-1.8407747527957532e-05,-0.24264798554913547,0.8522917922879096,0.4824336819870674,-0.02484741858453541,-0.20243249548206058
-1.6214850297039664e-06,-2.449963585589494e-05,-0.24216333733716439,0.6387739260793965,0.7332981811885857,-0.015973432738482247,-0.1038576682638779
-2.56665314452355e-06,-1.109697483195809e-05,-0.04754760803872571,0.7550182594521728,0.4379933402247454,-0.029124627486949235,-0.058562253629486555
-2.21400074705108e-06,-1.3972299084836894e-05,-0.47668782059450876,0.7901076532645437,0.9561251235170687,-0.01158630044197297,-0.12443654473646554
-2.930004883275098e-06,-9.646839379309394e-06,-0.04521336145855703,0.4557918541161029,0.47627251033565166,-0.011761898008874883,-0.18443494465451693
-2.635731953280402e-06,-2.2934751447771274e-05,-0.13120550858413343,0.8771033952648237,0.32168210995103175,-0.038665840757128034,-0.08531254317999884
-1.5285192214048466e-06,-2.1238863822534948e-05,-0.2734999398533426,0.5364553268246002,0.56025157192063,-0.03615557457213081,-0.05086432557007056
-1.7192654756065493e-06,-1.141502787988744e-05,-0.1905605423354435,0.48823541487180644,0.615146413442023,-0.03963862748866333,-0.05358600583085285
-1.8125575260083286e-06,-2.5796568342707347e-05,-0.26233386880872855,0.8909514946455726,0.9509285066614783,-0.021964495970411547,-0.27505782610649676
-2.7939927620234582e-06,-2.540977637612533e-05,-0.0617767945644655,0.8599114896855222,0.7639334628125647,-0.014934664993231955,-0.09920512841128681
-1.9794624685016693e-06,-2.7891971009392556e-05,-0.19752487446798062,0.8747644924949051,0.6103077461418882,-0.03777044455854106,-0.20509418533782406
-2.730070478255497e-06,-2.3118778274185784e-05,-0.11364826526590543,0.594260188557784,0.36204815211876873,-0.01956573749181557,-0.1655032463258607
-3.0665462276235817e-06,-8.136550263579529e-06,-0.16135380802376692,0.9326478113237491,0.6680882252390672,-0.03313420140236941,-0.051342608213630236
-3.2732094661017643e-06,-2.2054928690751568e-05,-0.23489839379770983,0.7914599975486418,0.8698066788149807,-0.03928513825386549,-0.255694693312274
-3.764722178616232e-06,-2.8104784515303456e-05,-0.2696270366363917,0.8182225396018354,0.5264772962822148,-0.02306614459313527,-0.2342878527016038
-2.2070762352061084e-06,-2.3641971058265125e-05,-0.30597981194679275,0.49142169304577665,0.8312012485709885,-0.03755763473796029,-0.17292053128937152
-2.9858204741957593e-06,-1.742862746485368e-05,-0.0902392175096895,0.8559204280604259,0.43664211926956936,-0.03414386013058456,-0.08476891742571052
-1.397987969342484e-06,-1.0256976912698504e-05,-0.37923944723170616,0.47075693005403996,0.8559375262203865,-0.02272714693183158,-0.27337644471516087
-3.3468764509581535e-06,-1.574935833451497e-05,-0.26647891997728385,0.9287792374913925,0.9366302619766036,-0.021965288490212852,-0.2417948227407118
-1.7300630125986967e-06,-8.199427368747491e-06,-0.458632373195608,0.6277400134338368,0.3929847531316259,-0.03777922251331533,-0.20304043296867416
-1.820384784764257e-06,-1.8795159857382315e-05,-0.0009958020993311445,0.7836540504854912,0.4865783998353622,-0.032823657960297764,-0.11698996839322445
-1.512390887625288e-06,-7.27675498058292e-06,-0.13619438081901192,0.9869637484153546,0.4418950586669397,-0.03604212176967511,-0.1019278431941649
-1.7646052146715015e-06,-1.5103252829908325e-05,-0.10684671812719804,0.9269852610007758,0.8221884574168135,-0.024858128051999988,-0.277609456052334
-2.3174626357256768e-06,-1.105509306655834e-05,-0.34439294070769527,0.62570720175096,0.9614604390616575,-0.03395354785453232,-0.28259677113277365
-2.473817749102645e-06,-1.4356855138660359e-05,-0.15487962475340772,0.436049068516838,0.6485976627191474,-0.034681646711507495,-0.2457667384879889
-3.1527415574027423e-06,-2.2126723392611127e-05,-0.07255860944404569,0.7696898749876455,0.6630456446797535,-0.015167170451620169,-0.10427909972634078
-3.6585692585610607e-06,-1.3440698360137406e-05,-0.17497238567740703,0.9696283226635374,0.8495978324869673,-0.014926231267891141,-0.28150606128507827
-1.640523104738895e-06,-1.3845355343509446e-05,-0.29049539090644433,0.7080487580581784,0.6723861059051681,-0.019413564572365264,-0.23094803834419292
-2.3713851749022007e-06,-1.7245071027237523e-05,-0.4633699468659684,0.4745039323128728,0.7548883545947429,-0.025381072964407843,-0.18137018732616766
-1.6265375179860366e-06,-1.9082776605906134e-05,-0.163839238032725,0.927948419108929,0.683290520474383,-0.021363442979538558,-0.20034974303603026
-1.6466960956048905e-06,-1.497003772075315e-05,-0.03461095120945529,0.4671323869589414,0.8941586392427503,-0.0200208199274292,-0.2752254114310778
-2.8819747498872046e-06,-2.671189206559119e-05,-0.2525792094406345,0.536472979985632,0.8110976241391543,-0.024235071433233196,-0.295579274830186
-3.3399789462065425e-06,-1.5947732088978023e-05,-0.4232725608464878,0.4419287856774281,0.4036625218448176,-0.019540584377749314,-0.17363212441687065
-1.2031376977187327e-06,-1.1433923435279036e-05,-0.4205721016684977,0.8338589195209665,0.8699106904023544,-0.015877885916823552,-0.16543854256247265
-1.1424840195734335e-06,-2.5815566616423234e-05,-0.23524827503867657,0.8142229785048674,0.47893004289929314,-0.021963288662989838,-0.2788246082396194
-2.7480762280290843e-06,-1.3554014465775043e-05,-0.19520517898988482,0.4657541826018792,0.5720951990833372,-0.026236147158458595,-0.09676643179591554
-2.934659556027003e-06,-5.456393315127263e-06,-0.055808990059657004,0.934415179623938,0.6400415477521887,-0.019198590130818653,-0.22716081700191912
-2.748851388801157e-06,-1.3816236498609604e-05,-0.35986466639148124,0.9008655150369155,0.7758893363247268,-0.03096452142993547,-0.07317152499132717
-2.7188830866740953e-06,-1.1764673911289723e-05,-0.250167292950441,0.5454337495500883,0.9622254558483494,-0.017028873668696598,-0.22045973677552233
-3.5547584483805104e-06,-2.3342830902109562e-05,-0.04972046763989574,0.5012285798048184,0.31618959057103496,-0.02335098585194466,-0.2962393541807511
-1.1554713486916105e-06,-1.50779763151625e-05,-0.09383900895080177,0.8630136927909494,0.7831402916339606,-0.02730626345818564,-0.11571467488618475
-1.8858244134620876e-06,-1.3706850553686653e-05,-0.30893769025834505,0.8063944372281098,0.9911174816376118,-0.028752644266961114,-0.2422432529245653
-2.6876361592915834e-06,-2.268730756544662e-05,-0.08665002590383908,0.7687359904974211,0.5127918801288724,-0.034155759592657334,-0.12032070614110654
-2.4092377531612393e-06,-2.9221496075959133e-05,-0.11438767729469251,0.7537356893311002,0.7725171808199243,-0.039390660740068216,-0.14887345266707913
-2.0214665776709672e-06,-1.5749695803715793e-05,-0.293741977213242,0.7343066791052162,0.8643543029683138,-0.03625514564437123,-0.16468597314168504
-1.8836080034832755e-06,-1.8675999891317628e-05,-0.17675546093373867,0.5387410659626076,0.44571836318181923,-0.023711771772147314,-0.1829692878186493
-3.7340449566864005e-06,-2.1166049682889896e-05,-0.4645133583537295,0.5167765770574706,0.8719092568263827,-0.039067313513924146,-0.14438387148096665
-3.1103577342847412e-06,-7.117347146833862e-06,-0.37568637251746223,0.5668094717516269,0.8463767382738443,-0.031184158286243196,-0.15471728401163592
-3.4653330603107414e-06,-2.4162308769335014e-05,-0.028164378703283144,0.6807550868925399,0.9652048225726952,-0.030803641933014943,-0.09653849412881779
-2.4782871602342144e-06,-2.3315977953731972e-05,-0.285540597452582,0.6594555679532224,0.9914569786939216,-0.029281061499577318,-0.08226769827875155
-3.2613117208362292e-06,-1.994623888618331e-05,-0.1762828070114857,0.9330709029162062,0.5467901484062742,-0.01294645674391796,-0.21839995912371304
-1.1665355033449515e-06,-1.680159595775027e-05,-0.05502993054015615,0.6670093919611495,0.4812776411134051,-0.03561852311715906,-0.05957175946046106
-1.7191049111363553e-06,-2.8930446987208873e-05,-0.21891841927390082,0.5707926780871897,0.4932892613427804,-0.024301374540284387,-0.11827203768390035
-3.66085422717546e-06,-2.5465097560905583e-05,-0.15347523406056107,0.765873027279868,0.7715039743658443,-0.034778480225048654,-0.11932023397156483
-2.535136393459199e-06,-5.5074715143371166e-06,-0.4814538450231494,0.828155227254048,0.6371256442298718,-0.024711691856434084,-0.2178122638176997
-3.370676738664267e-06,-1.1659526352539033e-05,-0.43888480859314505,0.8495083712788287,0.7966447158265717,-0.014422836991101952,-0.27523982758439486
-2.4256506063088817e-06,-1.5611902796443292e-05,-0.08856496399754943,0.4315737842807844,0.7753176079646376,-0.01581910339098274,-0.2724216395995983
-1.0453574588374295e-06,-1.3047399743608256e-05,-0.014727080430014972,0.5887320308314453,0.523405377723564,-0.015092618195630132,-0.09899449690400289
-3.1610211716387748e-06,-5.1231098950088355e-06,-0.0007942178770397601,0.6612965100495611,0.39481262926328675,-0.03986830237970824,-0.13051425944923714
-1.4134260832491062e-06,-1.9488871737945407e-05,-0.12838700380739387,0.9403511063266392,0.5934109618027095,-0.023250150491361955,-0.09909312237002496
-3.7865267361842297e-06,-1.2366038188391783e-05,-0.10323363960111293,0.783629409308865,0.41912177526603345,-0.011225268170763907,-0.10247478623922565
-1.5228497580008482e-06,-1.5074135481679982e-05,-0.012777718875604804,0.8230226390933917,0.5201588235981243,-0.025525951162842703,-0.19291569372639805
-1.0435542739729602e-06,-2.1861075538220095e-05,-0.16705033547773912,0.5806265888135591,0.3789980703386154,-0.012857934171826495,-0.11752365737521175
-2.7780807388237945e-06,-1.9565137753980647e-05,-0.1099340325877825,0.46393181814604145,0.5607187931687245,-0.031633498315615446,-0.1341340031393738
-1.647454653310831e-06,-1.4860585941795766e-05,-0.455058908114451,0.9238001055521772,0.3519914467193901,-0.015960060533422898,-0.08636450583233854
-1.7719610736918072e-06,-2.007639821978582e-05,-0.0829078600297013,0.5892618861682786,0.7518588159264681,-0.02468443651699603,-0.2756456135137054
-2.7317667183256363e-06,-2.8484026274783558e-05,-0.15068595549600572,0.4249122624622889,0.696971301659852,-0.025491038992756357,-0.11003422770055263
-3.1665531926987983e-06,-2.6729301459409452e-05,-0.33473583460344564,0.542168632630232,0.5198482861610827,-0.02779099553677128,-0.2694299507846808
-1.8018040737971094e-06,-2.663839414918717e-05,-0.2476876381611039,0.711283563590828,0.6011821905995192,-0.028099926944648537,-0.24830105394373833
-1.6001611831256076e-06,-1.72575521258044e-05,-0.28160118856306887,0.531691765807406,0.9553425059335066,-0.031199665382065055,-0.09724694360748465
-1.8258269227339515e-06,-2.998439847726072e-05,-0.35053601052155064,0.49944685699508345,0.9829935508437753,-0.015214325170492742,-0.11920446710533336
-3.221632445167653e-06,-5.854520037562826e-06,-0.07071591433395424,0.5888869371240144,0.9252906141619099,-0.01770208361458333,-0.22424412504152458
-2.073101369491654e-06,-2.216185855583549e-05,-0.04828566232008086,0.4156285060018815,0.7592774488991874,-0.038770454784340165,-0.1803569525256299
-3.493892614369087e-06,-1.889911952751992e-05,-0.015459794663656323,0.6962864007908935,0.3497547264548185,-0.03908409156823008,-0.20305341911685476
-2.468199053918776e-06,-1.4904439596565209e-05,-0.37598651648571857,0.9761454736511564,0.6614357768913499,-0.03999543417571172,-0.19599366961891582
-3.8599618244024405e-06,-2.5331464093762544e-05,-0.47251570764965817,0.7148301288419787,0.6175888289112179,-0.017592229036925252,-0.27782438305186835
-1.1275309145169805e-06,-1.0599572123242643e-05,-0.47553131324264586,0.8723547867203532,0.7124150270438125,-0.02602454135475542,-0.23442437406039726
-2.2154866611098415e-06,-2.5771629529883353e-05,-0.013188021276694217,0.8448922920894346,0.3652284523295346,-0.025348147406827212,-0.2802056619091333
-3.0242335285006243e-06,-1.7267440303409044e-05,-0.1742233406141187,0.6064586337277499,0.6317796927031687,-0.011922628010620877,-0.21752246301390835
-3.5777346869191225e-06,-5.5785885376760725e-06,-0.42877410649972236,0.9422208113229621,0.850340071765656,-0.02920935988319623,-0.18775017104493819
-3.226927761964966e-06,-9.580061432709492e-06,-0.05991603613307017,0.44828728807721996,0.545803417486518,-0.029768791068381862,-0.2980884091697289
-2.4458794494340714e-06,-2.080646088135949e-05,-0.3261219351481556,0.7919581944589116,0.4013157476431452,-0.016459198992249714,-0.1038211461035719
-1.107560653842014e-06,-1.6901486158844843e-05,-0.10041052513627358,0.7434069535819698,0.6410187062116036,-0.018186096730985535,-0.10954480445136222
-1.4275461052200479e-06,-1.0156722044607327e-05,-0.02982177139118458,0.825720836785302,0.9252321760748594,-0.0273510337072662,-0.056168285238231835
-3.955048439256801e-06,-1.8117007040805103e-05,-0.2969852333459756,0.713224342642541,0.47966113728497406,-0.033848746759117976,-0.23355357486816813
-2.8158443419800574e-06,-2.1845153404628293e-05,-0.10532815098223991,0.45702352645458133,0.6916778734246309,-0.012602914726949088,-0.2761638769954744
-1.149430851461146e-06,-1.655286888040742e-05,-0.31691926623425887,0.7479794899078289,0.8418250451909206,-0.028634849307720325,-0.1922439735651406
-2.990347794577852e-06,-2.571861533837728e-05,-0.484829901613821,0.4408718455988253,0.9478683088739428,-0.03923231889454965,-0.2920290781742497
-1.5768911142860348e-06,-1.1650235896308033e-05,-0.4501080864108408,0.830210320942086,0.9826666428227748,-0.02879981987840309,-0.15215712931964664
-1.7773454520943472e-06,-2.294332373899829e-05,-0.49619249678655525,0.7752598223645506,0.8190689181681852,-0.020531219197038778,-0.23056888449990576
-2.951166835734002e-06,-9.691525975183115e-06,-0.3997606518405697,0.44117589205244023,0.7665373002828184,-0.039898140696140595,-0.2777782399485713
-1.0401524609987092e-06,-2.9679837213148385e-05,-0.40207557385219034,0.9061123094319812,0.49003514745104526,-0.03865587425292559,-0.0768330890472042
-2.2807254034023592e-06,-5.068560003930285e-06,-0.11748980744826631,0.4917793976629998,0.7687841419429013,-0.03354083988141063,-0.2095190976372449
-2.275849312452888e-06,-8.556977367443834e-06,-0.1079540559421509,0.9127423731752683,0.34874889656020014,-0.019801762915455542,-0.21044648878529504
-2.6197909313441776e-06,-2.1209035822739817e-05,-0.4012435330005508,0.47273837146860886,0.6933931930060184,-0.014216012139322574,-0.2206536408676016
-3.430530714565869e-06,-2.0854406458311094e-05,-0.026528859605917,0.8752187582749713,0.6459926701708897,-0.020390627346978402,-0.22963945986380116
-3.5386095383678444e-06,-2.5256655241176364e-05,-0.35612097691100364,0.7548560467660352,0.9345453266744455,-0.01028875133714317,-0.16228241112078914
-3.010953751547334e-06,-1.0143580433767958e-05,-0.45765256732574044,0.8092835015663844,0.924928234030806,-0.016457024312988264,-0.05990153613052937
-2.9693505263620733e-06,-5.797912393012141e-06,-0.02463423594242503,0.9910261225389342,0.6028695629022722,-0.03232576650604167,-0.12196576239779047
-1.1618351270140562e-06,-1.3991549139188639e-05,-0.41662815039664153,0.8990467286575242,0.36229562107086116,-0.021308303071044067,-0.06357165706514742
-3.0421287644431933e-06,-1.6174601293494818e-05,-0.02615814955831358,0.6215030737468461,0.6578350567141594,-0.0263222274051969,-0.2769353547786688
-1.096435500402612e-06,-6.091554962116788e-06,-0.17429421886072077,0.5412134976330579,0.8462935668956197,-0.03684939945042012,-0.2788391309427155
-2.9882826414689978e-06,-7.03071107340334e-06,-0.08526685883660667,0.4037692287592521,0.3715992723009458,-0.02872923620882819,-0.1928202041984048
-2.9303613954348457e-06,-2.7261795825427515e-05,-0.037786031383280516,0.8258413799255899,0.49306039782129485,-0.03760281610952035,-0.18830059255124065
-3.132272334389394e-06,-2.3242261216583254e-05,-0.08722839994545567,0.47663138526732196,0.7173839293192461,-0.02294385502469566,-0.13977290490741184
-1.0837847023650685e-06,-7.296270488811046e-06,-0.140782633436961,0.7831427854105031,0.734043169047792,-0.01874569843087191,-0.2591517619695177
-3.2831253041507133e-06,-2.0016625850345655e-05,-0.03503777122121221,0.6063991648858699,0.39233645329700745,-0.038562686849868605,-0.25103046896722414
-1.0241928042743133e-06,-2.9162316026355126e-05,-0.43840612947012664,0.4499323074701453,0.34229710602150243,-0.0351507524503737,-0.1090680231928311
-1.6056604329749008e-06,-8.641211445336637e-06,-0.12159797231077846,0.7410779396831862,0.7816655657460018,-0.016136877068501428,-0.13361415119023637
-3.45547137644531e-06,-1.2214844414449654e-05,-0.26347499846766154,0.6239989734271283,0.57856769150533,-0.029469193487536818,-0.07701738729482333
-2.212821165037885e-06,-1.2440390289616912e-05,-0.4171081775045322,0.7603079220921116,0.9454338451319086,-0.011743457651831594,-0.23685496114937532
-2.931300361106694e-06,-6.071181709352673e-06,-0.22992971429546405,0.4229703849181332,0.4995732136721698,-0.01885650991990901,-0.1147134760653842
-3.40634011398172e-06,-6.722910071385088e-06,-0.028767235123900947,0.44898939687377815,0.5916589450141831,-0.033692482889569046,-0.24964901462750894
-3.901297742370273e-06,-7.685563258322577e-06,-0.24637818886817797,0.811096599734337,0.995541819746828,-0.020223533262568094,-0.18964616134060638
-2.6765083099840453e-06,-5.0369910987118455e-06,-0.1863469332770002,0.6466806778592858,0.6941775372206278,-0.03459781057566362,-0.2671442775087912
-2.2971418590076783e-06,-6.671248325424725e-06,-0.4692350692528255,0.9407896445502913,0.9231391035425993,-0.026362500222509345,-0.10987427707130262
-1.2613769518225374e-06,-2.6394869497654674e-05,-0.05380395700649021,0.627906087884688,0.9318810714848749,-0.029304925541833227,-0.06338514475870505
-2.4149862868893814e-06,-1.2850980842921383e-05,-0.37440043524169925,0.6701145286213376,0.4303698829304283,-0.014265007257502196,-0.07310005762677901
-1.5242283853301333e-06,-1.4204840512560635e-05,-0.12572910120036085,0.7092103112617767,0.3144404919441403,-0.011711521566859964,-0.2634958828627336
-3.613734806259792e-06,-2.7217142389572373e-05,-0.010723271720778749,0.4753423233193132,0.5413250552829675,-0.03921710960586763,-0.1464104971815551
-2.745621586860483e-06,-2.96158093070107e-05,-0.01724832350320865,0.8772977697526043,0.36852139635927805,-0.02347244337793238,-0.11141073372476462
-3.834575443063635e-06,-6.042228602093395e-06,-0.2724667404167461,0.6335540678745386,0.6753066668897694,-0.026911852437373016,-0.2845428934573883
-3.2837707778665393e-06,-8.926612986314308e-06,-0.1475669510128802,0.9480128893665158,0.9089979175381515,-0.015100894566830593,-0.21003747862805847
-3.1240295520024883e-06,-1.6279341607257995e-05,-0.16935400944620943,0.5961059875046182,0.5937080254276037,-0.02058824735587534,-0.10989035700118333
-2.053127770623122e-06,-1.9646724871577274e-05,-0.399164305831877,0.7628139891042724,0.4270940143546469,-0.02004404310430261,-0.23887729756159076
-1.1443588683374083e-06,-7.21192967449565e-06,-0.46341259708393834,0.986028956438403,0.9344642301735828,-0.022737147689681585,-0.2528006564573585
-1.8287695105550805e-06,-1.6581005917969446e-05,-0.1295069222183054,0.7295215549320269,0.9035656986700473,-0.013626449814909111,-0.17955555570260473
-1.0186375485703654e-06,-2.7060211356298818e-05,-0.19771645155584366,0.9947747001388182,0.8599505415703319,-0.023601236440414543,-0.1478017896860116
-3.729845819874334e-06,-1.2994411004029955e-05,-0.16708599997496765,0.8744556568243882,0.6869954908494191,-0.02196468517545821,-0.06188445798900796
-3.178083471484026e-06,-7.502108310879285e-06,-0.4235276430999312,0.9890005396817036,0.5352903724518538,-0.017790348952699497,-0.20116922282797695
-3.5450411779020623e-06,-9.175768800462605e-06,-0.09273858759886655,0.9674734170523501,0.7933374366020123,-0.01867030995326406,-0.12096981814034502
-2.7256522768779633e-06,-1.78752160656213e-05,-0.4572052441585116,0.8066758259926758,0.74480546390326,-0.02821706393579308,-0.08387821518983432
-3.723970945518032e-06,-1.1184107130579456e-05,-0.3995929966913916,0.5485005420876525,0.32994711795685333,-0.012079690550220054,-0.16433982433975294
-1.7663855001457012e-06,-7.927878945299393e-06,-0.44980251941014476,0.43592441041195246,0.986226048517854,-0.03040439508444484,-0.2121864482165863
-3.6330351347151727e-06,-5.1556072762788584e-06,-0.31039236367251216,0.7929861535159013,0.39767262369403444,-0.01241454285054618,-0.2954964158377663
-1.5965184636021884e-06,-2.2797242649338934e-05,-0.1683546849341248,0.5450220136538632,0.6871642400564966,-0.02421944877538211,-0.16035243098723978
-1.7963397917095024e-06,-8.719692782709803e-06,-0.38587699650692975,0.7570697653504779,0.5036502126181144,-0.025151471278749282,-0.22903362575826003
-2.1511457715039174e-06,-1.7480325264531938e-05,-0.20586537174389974,0.6708989555457592,0.6769663280229845,-0.01524177603880078,-0.16155165874654628
-1.721523945171106e-06,-7.334166862516474e-06,-0.056629788262609226,0.5838400069612198,0.5145219263214723,-0.023123361675997538,-0.07180838564445988
-1.4807305539622297e-06,-1.0687001508799316e-05,-0.060794878509487615,0.7522603147876333,0.5488874684167109,-0.030952681335004614,-0.26491981829552336
-1.292094515335993e-06,-7.684731831734068e-06,-0.14666536576857142,0.9180963919755687,0.9909173248435652,-0.029787742897001104,-0.15829690463625823
-1.8546899157010093e-06,-2.9465439347089833e-05,-0.08944430503618733,0.41291699767889745,0.80028417298041,-0.011695889011399008,-0.2092814773607576
-2.4539614734600084e-06,-2.0690556523183067e-05,-0.07470854187721282,0.8720975394363427,0.34334276143003223,-0.021857176540308335,-0.081281054708087
-2.9214037547142702e-06,-1.9293642101569153e-05,-0.40755024539146467,0.9065417179174893,0.4352756252109379,-0.01734674231429853,-0.19566889915392877
-1.2398017357526299e-06,-2.9523485935512994e-05,-0.18426746224589113,0.8685893076620325,0.4157673776277026,-0.02013392352544629,-0.12743654270127416
-2.783344520916786e-06,-2.63365264941527e-05,-0.017076440821874816,0.5479961086560277,0.38430820159969264,-0.032519598380863414,-0.18921293830948666
-2.738569707502242e-06,-1.294548002211876e-05,-0.3802853075084483,0.543670840646198,0.8174093441310026,-0.0367829631864356,-0.1770848559693178
-2.310953352222142e-06,-5.640793065142352e-06,-0.3720806662245772,0.4341766096747396,0.8313291815111696,-0.022692220038806797,-0.2852193056505772
-3.635074393943902e-06,-1.808779361177369e-05,-0.04124593325770609,0.8165427726993559,0.8622182913478067,-0.012122924219376007,-0.25775365116668525
-2.1456627874705766e-06,-2.3285316289378628e-05,-0.1354413449394169,0.653716997021381,0.6940992464026974,-0.026081816619630983,-0.2622259192814679
-3.795497306207802e-06,-8.580908134464264e-06,-0.2997237407122567,0.9524970735887306,0.4682210793711836,-0.03562197622626391,-0.06360843773909294
-1.7856952893818665e-06,-1.5965716042846883e-05,-0.13708572885832643,0.9243390842308017,0.34152284500349706,-0.026671299920246996,-0.0753463596419261
-3.0557006847388996e-06,-1.7690416230163083e-05,-0.008051607146204065,0.6307885006976768,0.6198394191838816,-0.027433599909866907,-0.09390346355568699
-3.2958778463392384e-06,-1.4099403440375666e-05,-0.09637183371055824,0.8101466309140457,0.9418044742839364,-0.013036154685618306,-0.16050644194001146
-3.709186031678263e-06,-1.6183076710074183e-05,-0.2720501465112676,0.824568027910608,0.9033073336352067,-0.01900443148326315,-0.2380546506714022
-2.236712320706329e-06,-2.4639005226199867e-05,-0.4578605890864607,0.6833649692641712,0.511928317123613,-0.01612471298177772,-0.28804695591860635
-2.3173625748072936e-06,-2.2163849659419635e-05,-0.2187754374255052,0.7713728414942185,0.4518833476822527,-0.024235787183509078,-0.15170573881297772
-3.29357443596651e-06,-1.5635852177708115e-05,-0.35665716986304175,0.525991186289129,0.6339551981904578,-0.03371883968056308,-0.13625064076145746
-2.275089910854114e-06,-2.6829410101001206e-05,-0.24440422302526577,0.665055429721013,0.7505243862320438,-0.016969344128661155,-0.17460391586360002
-3.6163855897312303e-06,-1.1238491785026845e-05,-0.42306185736315605,0.9472158212173555,0.9826793087581551,-0.011868408872623262,-0.12602738113682405
-3.454577143166741e-06,-8.580925953242798e-06,-0.17600569778418695,0.5710852699932115,0.9422849609799977,-0.03702642522805575,-0.18778057225296296
-3.4853376092300277e-06,-2.5116256014563968e-05,-0.1298922730530595,0.8905265462467011,0.9732333122513976,-0.029992433370046215,-0.24937220370204724
